order_id,payment_value
25e460c20f54821a96f7570fe5b22934,24.1
c8f631b81829af9fd4cddced8a695dac,24.17
b475d09fc9d7e739a7c8bbdbdaed3b8e,24.17
9aab0bd41ca1b740b564ea50fd2440ed,24.17
572060f1be47253575daf3b88019195d,24.17
d57be2dc327f29fd0ef3927ac58931d6,24.17
9e9e4d3f5d27fab18087abf851da026c,24.19
f2bda88ec797456b974f810a84814028,24.23
3c9fe4c12f56411725fc69bc8685adb5,24.23
e55a9d669bfd16074230197d17e39034,24.29
d9b53f70b57a028c32d88455dda31547,24.29
d475435c334bbda632af299cf41813d8,24.29
a83caeb2e8820ea81aed1583aaecc19f,24.35
e87d63870bcff2f72abfc64454bfff05,24.35
8fefd06158a60ed8326f8569d57532af,24.36
71f9826cc06707008c91a2192b11728e,24.38
3fe0e2ede93f661b59fb83477ac2695b,24.38
ea48f52bfae7e6ed254f9e8d052875b9,24.42
ec23899768b60b6b3cfc6335359fb9e2,24.42
27f3ee911b46e671b6393093afebc222,24.42
78ff4e2150a4d62c899729924518c667,24.42
dbc01c2664181f1d91a6e30ec814ad57,24.6
3006835c4c3c11d4869c6bd3d346dca0,24.66
1486436c20fbfcb9dbce0d90820b86a1,24.66
74dd410abd613e48dcee781aeb269181,24.68
8a12018fd6af932819b6e06b6e3eeba7,24.68
e249cff481eb91f18da21f1884e86324,24.68
53e3eb2bb46d323b3d7e3e7bc476e4fa,24.68
b78c17a6974789efd7a5a0cdaead0704,24.71
7bf074a71da84423b09ada4ec2932bf1,24.71
ba568688e2f462d7c44a3fdc62e6456f,24.72
519478e4bc7d1ca7d93f2fcd7f9e54b7,24.73
8a297038df1947074177f33df2c7f951,24.75
aa7ad6a7e355155075a22ce9de8664da,24.75
df1b3a108a46e8bea6a2469a6dd24863,24.75
76dafeb35f47c9cdb8aa7971022e0978,24.77
cf3953190a955e0f2e4a8552279713b8,24.77
d8e0ad323eb1f4ae7725beb34e2aff1f,24.77
0af058fb1b7b4ee95c3c2e1ccb9ef743,24.83
8a86e7cff2154483000ed469d5f528ba,24.83
09f86d1a5a7c2e8dddd1850a65f5a5d4,24.83
f6143525a729dbf323eff5f80e6ac979,24.84
2669093ac4da5e6445749e5e36e24c6c,24.84
1f75896433c52bab7768b5bb83830b2b,24.84
30f8d07f72dd2d73a608b365a861f3e2,24.84
31198c57e7c220ab18af604edd8609ec,24.85
0615cb58aaa538ad222e5ce52b5cc2bf,24.86
3a43013148c91141e56e105f93fb3792,24.86
a56b1d8a1e6ef5179f68ce22ff4454f5,24.86
644d53f0bf14fc2b7b89008c00ef5f45,24.86
ecc6c5d76a4d38a9b95c0fe288b3f220,24.86
6d86e90b2538097e14e7868abc08c234,24.93
2002ea16e75277eaa0b5d78632048540,24.94
2b5d3344cbf347b2aa5bc40c5deb3de6,24.94
effd028fe36981328de3b4be7d6c7eb4,24.94
27e2a7e5ef6ee74e734f296c3a0e33f8,24.95
6cf24cdeeb913dc50be3b7f30ffc3e89,25.0
bc2373d0e7ab7801b2b550f82b6327f6,25.0
34c2c4f024cb4f1fa2209be39f42ccbe,25.0
a1616f9567a92892f6b048d6a64e85fe,25.0
42c01179f293a47a1986fcc2bf8117ca,25.0
3db932725b90f4f388d2e361b0f1247e,25.0
e7a653f38cb6073d04fbaff18f35d6c3,25.01
787ae1110521f3a8bc19a7ac93b8c914,25.03
ba02d5b151d67c38d57577ab9a934828,25.03
1f875e0ba15ed5389a8a2fbedd45f1ab,25.03
3d308f2c115e6931c3ca351c4fc35ae3,25.05
827c335f35a0906e59bf916172a0ee83,25.09
fa4ab8250c20f75f121f9ebbfd0a915a,25.09
bae8217e6bc5d06c5c5172a3811ae2a9,25.09
84a82cb26c0c8d39d352cc2912a91d99,25.09
954945beeb5990c532ac06d464edf931,25.1
2bea071a4b1ffc8f01204ba3f0721ac1,25.1
7b99db4b35bb7d1b97ef1573aa3c2171,25.1
82c5cafaa9a07e68a28009b6cd031be7,25.1
1042722433e7633a6a857a82dcb8d881,25.1
81e5023bc130187e464f4f8c328744fa,25.13
d1322489f9218946b75ab9822e92157c,25.13
9a316a6a199c61a2a5d4204f49c22f52,25.19
a80cea12b62289c67982c7776d263cb5,25.19
e9da0d015d8dbc78a000c0b78cc87728,25.23
edf97e2ce9f13188f1f70288901d707a,25.29
79e324907160caea526fd8b94389dbbc,25.29
be000eea7b699cb1b93baa620f7ddfa0,25.31
999d0185fdc3859e118a76c1e7d8dfe4,25.33
a3bb82a765bf828134959a50bdc5f8cc,25.33
85b7fb0f1d1623de1a0d5dc4c4ca6879,25.38
a530dc19f1969dc7898a1b96fcd6e602,25.38
8726f6a81f4ae5a390e7e638a31e9a21,25.38
f3c95cc4d7074e5b709ac1a9c10dea1c,25.46
a446e19eaf1b7ae1ac483f47c29c2d36,25.5
2815a8d7291facb79cc8c78f144836b3,25.51
53d3436f6601750ca39cfa46de24c6ec,25.67
b637686449f9267004d5b14557392188,25.67
44a022bf82d92fce7892801d46040e47,25.67
23467753c6b8adc01bb4e44445ff272e,25.69
08ade2fc02096cf490d463016e5ee02e,25.7
f2d40f6ced9546a04fec87530394e1ce,25.7
115eb911c253a806eb6e49cc6fceabe9,25.74
e72da0a92e7a0a236b5a2e8fabf5ceba,25.77
0da7c9db070f692a9851de83c90a4371,25.77
6a843358bc668f6e6b3c4b13de5e1b33,25.77
7497d2863817fe3cacbf2190af7accf6,25.77
35a85be2e5f884a5672a0971158df8c3,25.77
bd486e41e0b895151c98b33db1504f8d,25.78
eaa327106ae5437fcdfca397f45beca9,25.78
00024acbcdf0a6daa1e931b038114c75,25.78
a61dfe4c73cb6f1fa1280f905a13e26b,25.78
af912be10bef7ce49f288385afc1717b,25.79
a6ef08d145dd686f85530958e1100ea1,25.83
758fbb6d7ea877ff4005851bb75238c2,25.83
e6aa236ec927bf47ea8069000e673717,25.83
37c2d70dad88a5791ea06e598e43902e,25.83
59a0441d0335d0179d1077e2dcb46cdc,25.84
308e139d46236840c3325ac8a72db04c,25.85
a380e6e7800d5e6d6fb008fe587e4202,25.86
981eda1c13990d54b1af7d1a73b46f48,25.86
9828f937ea8a8105f999b119b9d677de,25.88
89cc4b3fd3de52a930bc92ab0d876d1c,25.95
add3e322151e47705826b60fbe20356f,26.0
49b04193feaab16b8eb1d3c438b28bca,26.0
8516c79299bfdf176ffe9801f3ff146d,26.05
2a8ceac6f57f939a8dbd1b8d2fac1b19,26.09
5f2a1ec22eca170ab81c30ad2ba13a23,26.09
6241cda1675cb9e42e0a934f7c71812a,26.09
3e9e43fb06f07b42b4bb306628866e20,26.11
3faaec4beaa1aa546c251ae06e326b73,26.13
43e917b2a146846aca9fd484d407e819,26.13
d704a9711f8054198d01cb7bc07ec101,26.15
5a32dae759e50279bf8e1b2be65edd27,26.17
79600d8903faf815002622ab515263c4,26.24
9cc64bcad125a311c53a26c9e1b20983,26.24
8778337fbf343f1a56219ea3aa28a87a,26.25
8511c084d79be37aa0cdc0c9985738d3,26.26
7d2ce95144e1dac8886fa0b3d498baf2,26.27
098a083175759c53525b6288a6e46119,26.28
fa1504a98e3482c59bb07d3024a15b14,26.28
020a1591ace758e4c97d7843e1a03a88,26.29
890617d30098dc78a28e27cfc7d6ccec,26.29
c19f4aa0a70f9b901b473677853e186c,26.29
24f5dc88cf8969a2b269177862050e09,26.31
d3ba9cc2ed6bfcb179c9d654974de7f7,26.31
2683588ebcc532200c4f60c63f07564e,26.34
33797bbcfc4f22d40110f77692f83c78,26.35
4fe4c496a13fb35dc73b330ccb988813,26.39
2d9fae00e8fabe4fc6128a1d8a527aeb,26.39
a470f84c0f59a6ed8f6733031b7dbeee,26.39
94fd9673a19164ebf42ba85826aff8b4,26.39
21d264a9f2582bccf55b8e9d9435a6e5,26.42
5b97959bc8102d72edcb01bdb5a0e9df,26.59
8a26e866542681e7f7b1aaa7a396e8d0,26.64
fd6a51f9eb40dd4bca270db2bd18aae4,26.66
63c7797265c51bbc8aadc80de737f96c,26.68
aa7c35fd606f4275e267e859c6a84d0f,26.68
575a549c5e6d74c77f8c59a2622bb590,26.71
6a29338a1333f4ea8fbfeb6653e516ba,26.75
d595973d4fba0efe337a336386f42893,26.75
6c273b11e7a7b4b410ea29fac9769fac,26.76
810b5ff0a01a71a907e3d4f35362c88a,26.77
9a8eefb69c5d2e80ef6ff433bece816d,26.77
77c7d0e57e5ab9ea28f8645cc1af62cd,26.77
4d88d13cc873bc02567931e0c1725dd0,26.77
2c46e039a885b9d82aca6fdbf7aeb482,26.77
9e40c7c987e4491a52592d5fe7f6e50b,26.77
43985ba7877356ca4b8e25b66b760063,26.77
be6b5138c0b61238bd36565d70a864e6,26.77
977ca490eb652320089f258d0431c2c4,26.77
a8f98802b9d90bc23e0d46ca06b42136,26.77
0fb2036805020445edceb236ebe847c8,26.77
7a45b93cba1b6ebadb4498f33f110b4e,26.77
e9320080aa3ee01f2ddb759c9660e140,26.77
3adbc4c0f5c6605824498eeb960d0855,26.77
724d428017f2d1e905e1e695296e90f5,26.77
4478be65e69dff16ebd5739137d33057,26.77
e07b8a570c76f85723c8ef8613036464,26.77
d82f458128cce1940c20471a5664179d,26.78
b9e59da979fffff5191bcc3345de9127,26.78
4e8b695203ce1447833493b8898ad943,26.78
622997993a84db3955ea0b62e26dbbe0,26.78
457cb961f89e32569e2d9a737a65b3bb,26.83
80242ba2ebddeb4f86af40cd158ff6fc,26.84
2ba9fa7ab61d7528fd77a35c436e7bff,26.84
1aeb6136411ab7da012863ac27055dcf,26.84
f11326b050c436253b8d93c1ce36f6f9,26.85
045b7b7bf230ace5044f87ad5de18dd0,26.85
c79f6f90ae7d5b3b63033215b568c827,26.85
4b71930df17d95315e7217a05cff3c17,26.85
f6fe947e6bd054c9c699118125583613,26.86
94efba2960b135b735b57b7da59cab23,26.86
d75796c30863b988b36022bb5f1b8e16,26.86
433c1d6f7fd7b4f0fda2d4ebfa84036e,26.87
b1e28e5f9eb777c98432e77404ae6492,26.99
1511a49e1c1fda8e27cee1de2b51706c,27.0
b0ff3393cff8b64e9150a65b49220259,27.0
1c03ba88bad43efaf8139c1e966ef211,27.0
a53d587cedb15e572d3aa67984929be5,27.0
fcda3cc8210e746326864eb933641ccf,27.04
056349f85a73d794119c4286c95a52de,27.04
80501e8921c07f421d238fdf268c5ce4,27.04
df156891939f37c451dfa81e3e724540,27.05
09ebfabd9f6552771f5d90e099fa0738,27.07
f7b96bbcf705300fbb449595521d470e,27.07
028ffc48d3a4004a010e5847d7266cdb,27.07
ceec746c7328281e1971f104cba060db,27.07
2e6410e400b80d9d36756c4c9b0c141d,27.07
3e940e5beb328b427d180e7e8165bafb,27.08
3f9e443363932c59458a52c1ffd3655d,27.09
3e23de8d32d97af718ef5d441b322ec3,27.09
e6ed19491b2a8932cadafcf68e2745e3,27.09
6e84c551c9c07b3b8b97fd837d7fb548,27.09
a71c265fe6df02962e2af3df997db3f7,27.09
13928b311b04e84492db0d35f97ae0f7,27.09
800c2d74bc71b0e27ce365ad43cf16dc,27.09
40db493fa22b26e65d2677bcc2c67344,27.1
07b1810af93ee79a38977779e7a410d0,27.1
b7742f2170d58633568ed9f864fa1220,27.13
b7c32368213b1b75d2c42299f97dd088,27.14
a80d320548df722e3676bfd8d636825e,27.14
468be8d69d6a7ae5dffc7d6c694370f0,27.19
1a7689d4e2cd47f45a8101e04ab03d51,27.19
b5e3ecf507a50073bb07d54786f46337,27.22
4444b24c6acad48b8f3f43a18205cff8,27.22
de68ff91737ba366892be2067a2cdfec,27.23
f069758d03ec86cf08216de916d15822,27.23
6a828279d73f18174dd3b9c653d5213d,27.25
7c9454e9734bcf938b5b50af50269688,27.29
93d00ae1e20d553e6b5bee7a7d898996,27.29
7010bfa704139424f4fff8baff27b7cc,27.29
2d0f4e1836f58122cbaabf97460af115,27.29
b4587793077c17563480c33e3afa4786,27.29
86d54b4e93f8e68d4aa40c56ea046c5a,27.29
88f96737c1207235275f60d28574aa9b,27.29
a60cfae2bca27cb006f446f1f04cb730,27.29
855e755c4e5146e0db241ffade6b94b2,27.29
da07d4f43fafc6af5f26b48f87b710d8,27.3
0cb25b24a27e27dd18273360995e99f4,27.3
b7b6e52282e462db3a8fd56c2d27389c,27.33
d4168014cf49632d19312aa3385b0dbe,27.34
aa964845f1de8125410aea8b73e9e1ec,27.35
e95ff7994939eb1563b12008893b1576,27.36
f22644ff4e2002aee973a3f3f815b135,27.36
a7241713cfa855604d2db6659e74ecc6,27.38
216c576eda21cb85b7b30d4668db4f91,27.38
9879baaf933b4e1db31859e7118586b8,27.38
a2a6f122566b017e40c435bca2b936f9,27.38
12ed975e5a3e3025ddfa0eb174f739e2,27.38
ed913f2f9db29736f6ef22c4446abdac,27.38
39cdf001e42cd975d9ea5e05990f2b61,27.39
1a8fc490b877717c9f69454713bd778c,27.39
f1e8643379e102eb64bc8ed6989a2ec7,27.39
038f8b45fafa1130d2557e5b8dfd5d71,27.39
475884ab4a0fd44c36d533ce24ba64c7,27.39
aaa4c8bb37dd88031c3b22a269ed74ea,27.39
abcf460ff11589e91290e8f95caeeef7,27.4
96ad1339a836acd49229ab6564bfba8f,27.4
24cc22cb128428c65c92a125bae0b517,27.41
a3a81e0b3771258744b5002e1ab03ee6,27.42
bb49647806d3a87629936d5f1f5d34b4,27.46
3064071cf67a2cc381cd53b13055eac5,27.46
772db764b3c3c25f4bbd8ff9d4f5847a,27.49
baa8610afcede477008f6d832c7c7c86,27.59
a52aee7a6ea186be5b8217b9f7f93536,27.59
b3271f5ebce80cbecb67c5b88487a44a,27.6
4210d6c8e386746480631c5c8075e77e,27.6
f090de1b2ed9f4e251662cb31e3c7127,27.63
2f9476263ce8bf1f37045cff473fc886,27.66
d1ccec3180d63d8bfd37f65d34f07da5,27.67
5c1bcdc479bd3259cecfa184ee78b9ce,27.68
edf21b762e675f03a62108245f80588c,27.68
6566c554337e3c6eba49f0dff9103df7,27.68
1962912d9cd5fccb64ac53c3811a2ce1,27.68
80dc6c8aaa5334db08944aab012bb8a7,27.68
ff0e955a45ce7d823147bc51559f7b8b,27.68
97c8513f2504aa8ec05534307a703dea,27.68
eaf073079dbf6ebac22213d250816e2b,27.68
52ed4ea43ae701531f7a3a18b16783f8,27.68
08fec9b7a19902c2485f6f104e547f52,27.68
ffc184f2119c6fd4140dcfb518bf4734,27.68
195ca8960d7d0d1604cfd88c7159ceea,27.68
dc549de29b05dad7e04a830974bd9278,27.68
dc5e5ca2d07c93091a87b58d9888769a,27.69
e29f025b0eed4d3bdcbe5acc0f18954e,27.71
bd5c9d506fee7419ee3c669d0123a067,27.71
0c50644a967084c645a3bfdf0cc47545,27.73
9dabf3a17045c583bdef7fdb08d07287,27.75
ebcb5b268095abb9ff8739f83b939864,27.75
400ff75c92d93b68cbbb88a17d97b447,27.75
99a05d63022ee050d8ef1d1cd84238a4,27.76
19f96944a3a31111c47399caff25b6f6,27.77
509e2c6ade7330dedf7417cbe8c5378b,27.77
83073309378cf709e67e8368e97447c4,27.77
be2833555cf50be44d494f1fb8c95ec3,27.77
adb5229ba2403ffab5e2b7cd6e33459e,27.77
90427548a7f9b99089d5449bdc44dbf4,27.77
b8801cccd8068de30112e4f49903d74a,27.77
7cf0a314b3b759a5b27f4a0348de6556,27.77
227dc3bf463f4ce14249fcaa42d9710e,27.77
d6955d34f1d9983d21c67f279aadd306,27.77
d8e17d5f7dacf0970d316e7c03e741e8,27.77
6fa12c96b3e4f807bef7f5fa4c6a1b58,27.77
adedc5c6c400a03abc3701e0bb8015d7,27.77
c8c13c8c58d62b12f9df992a5fb5710c,27.77
6e282f45b4785012970c523ef10737b2,27.77
adef101539535147ca5d0159a80ff7c4,27.77
4bb23abf0ff6b2a50e22e54a9021be4b,27.77
f8b187febb8635055dee874a1d99aa0c,27.77
210c564437a3ed150b4ac174eb4282fa,27.77
13c9b5d9c2ccb662b1d4e636b424de20,27.77
7d514be6da81debca0ed96cb31d6ed12,27.77
14a92ecd0503cd0c9f6cfb0aea76dfa7,27.77
f98f9045770394ee230d0feec0817fe1,27.77
31ce9eca5cbb13db5867cc427003c308,27.77
7dd7119f5e4a11c202cc89a68c123a14,27.78
63a7cdcbeb840292008964a3654b9745,27.78
bf6ead07100465b8b825c67e0f6dd2d0,27.79
d32d584f32319a9b013c05fd83400831,27.79
4b33e7ab86ba5f28513f84e4d75c79fe,27.79
ce9f7803d130fb5f7ce39962ea704afa,27.79
9821d27850f7b55f02538c472eaa79f1,27.84
01380d0df5b7dc8bd13f2266a57bd42c,27.86
58385f20ce70cfb92449b879d4d0d08f,27.86
7c28cd51bc7b7b5b8e81ae0bb7f17340,27.86
181f3a2409fbfd9640a4e017c3b9971f,27.87
d032dd122bc93c30a420b6ee101c7f69,27.87
7c08dc7de9f9ef0a8dee5ab4a414f840,27.87
7e7c0e989429a8dcd7853fb2a666dbad,27.97
f380a3a29b8b454d07e134ad890c93b3,27.98
72144791fc7fd8048eafc90d7f82ba54,27.98
e627df2790ff5b0e7b40e85f8b0d9d32,27.98
f334fd16605daff29477b725df9162cb,27.98
6f79ab44c1626d8b73b8797f179b9c0a,27.99
acb240f46b51c9c771670344a66976b4,28.0
6672f82679e65c575e7d00564c1dd239,28.0
102dc75f04e28c228169dedb666dcd3e,28.0
39a0d0b03feddb763290ce602f2ea50e,28.01
c58ffed0450c483623e8de5090e2e8b4,28.01
62ec95c28bdad381f6883f48b00a534c,28.01
7b9c79725cdb375638eae34455acbef0,28.02
b7f97dd69a3cbc5d267392f48834d602,28.02
1ff4d17534327066535e75b5bea441ef,28.04
e04c9fd53f6bd5d19ef4c71d123e95f2,28.07
a0fd3e8622e5fd64beaf31de61399b1e,28.08
8c37353173db5c03df9e813cfe9a9326,28.08
d860fd3dc065e22ac79622d39d28e1bc,28.08
2f54d4ac9b0df5774cfa7c1250c4750a,28.08
cc57707ca30da62fcf5d00bdf4ea143b,28.09
b2976bc0899d6eb3fbaa0255ee3a000b,28.09
7536412c065c3c88cab8d15d406b24d8,28.09
96cf4805d2e98446035e05b0874255bb,28.09
6cb0e1664e861687126a22bcb14e9def,28.09
520c724197ad994918261e680ad7b8b5,28.09
